,State,Issuer_Name,Issuer_ID,Plan_ID,Plan_Type,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Enrollment_Data,Disenrollment_Data,ReportingUnitID,OverallRatingValue,MedicalCareRatingValue,MemberExperienceRatingValue,PlanAdministratioatingValue
2483,TX,CHRISTUS Health Plan,66252,66252TX0140008,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2484,TX,CHRISTUS Health Plan,66252,66252TX0140009,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2485,TX,CHRISTUS Health Plan,66252,66252TX0150001,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2486,TX,CHRISTUS Health Plan,66252,66252TX0150002,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2487,TX,CHRISTUS Health Plan,66252,66252TX0150003,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2488,TX,CHRISTUS Health Plan,66252,66252TX0150004,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2489,TX,CHRISTUS Health Plan,66252,66252TX0150006,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2490,TX,CHRISTUS Health Plan,66252,66252TX0150007,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2491,TX,CHRISTUS Health Plan,66252,66252TX0150008,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2492,TX,CHRISTUS Health Plan,66252,66252TX0150009,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2493,TX,CHRISTUS Health Plan,66252,66252TX0160001,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2494,TX,CHRISTUS Health Plan,66252,66252TX0160002,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2495,TX,CHRISTUS Health Plan,66252,66252TX0160003,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2496,TX,CHRISTUS Health Plan,66252,66252TX0160004,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2497,TX,CHRISTUS Health Plan,66252,66252TX0160006,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2498,TX,CHRISTUS Health Plan,66252,66252TX0160007,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2499,TX,CHRISTUS Health Plan,66252,66252TX0160008,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2500,TX,CHRISTUS Health Plan,66252,66252TX0160009,HMO,Silver,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2501,TX,CHRISTUS Health Plan,66252,66252TX0200001,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2502,TX,CHRISTUS Health Plan,66252,66252TX0200002,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2503,TX,CHRISTUS Health Plan,66252,66252TX0200003,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2504,TX,CHRISTUS Health Plan,66252,66252TX0200004,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2505,TX,CHRISTUS Health Plan,66252,66252TX0200006,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2506,TX,CHRISTUS Health Plan,66252,66252TX0200007,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2507,TX,CHRISTUS Health Plan,66252,66252TX0200008,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2508,TX,CHRISTUS Health Plan,66252,66252TX0200009,HMO,Bronze Expanded,https://www.christushealthplan.org/member-resources/coverage/individual-family-plans/transparency-in-coverage,571386,157326,3427,944,27.5,228,118,51.8,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0,0,66252-TX-HMO,3,2,4,3
2509,FL,"Florida Health Care Plan, Inc.",56503,56503FL2570001,HMO,Silver,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,1082832,136300,639,9282,611,0,0,135049,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,19466,2186,56503-FL-HMO,4,4,4,4
2510,FL,"Florida Health Care Plan, Inc.",56503,56503FL2530002,HMO,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,109283,14580,30,1913,47,0,0,14502,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,2784,452,56503-FL-HMO,4,4,4,4
2511,FL,"Florida Health Care Plan, Inc.",56503,56503FL2610001,HMO,Platinum,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,1502,193,0,0,0,0,0,190,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,11,0,56503-FL-HMO,4,4,4,4
2512,FL,"Florida Health Care Plan, Inc.",56503,56503FL2670001,HMO,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,151524,21163,139,2726,94,0,0,20930,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,5106,959,56503-FL-HMO,4,4,4,4
2513,FL,"Florida Health Care Plan, Inc.",56503,56503FL2550002,HMO,Silver,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,160781,20891,129,1793,98,0,0,20664,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,2777,260,56503-FL-HMO,4,4,4,4
2514,FL,"Florida Health Care Plan, Inc.",56503,56503FL2660002,HMO,Platinum,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,175,41,0,0,0,0,0,41,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,0,0,56503-FL-HMO,4,4,4,4
2515,FL,"Florida Health Care Plan, Inc.",56503,56503FL2540002,POS,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,18069,2413,0,299,0,0,0,2409,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,469,91,56503-FL-POS,3,3,4,2
2516,FL,"Florida Health Care Plan, Inc.",56503,56503FL1300001,HMO,Catastrophic,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,2081,303,22,124,0,0,0,280,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,56,32,56503-FL-HMO,4,4,4,4
2517,FL,"Florida Health Care Plan, Inc.",56503,56503FL2260001,HMO,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,21198,2736,25,341,19,0,0,2691,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,838,131,56503-FL-HMO,4,4,4,4
2518,FL,"Florida Health Care Plan, Inc.",56503,56503FL2790001,POS,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,21597,3152,11,283,0,0,0,3138,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,675,77,56503-FL-POS,3,3,4,2
2519,FL,"Florida Health Care Plan, Inc.",56503,56503FL1980001,HMO,Platinum,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,2247,504,0,18,0,0,0,503,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,27,0,56503-FL-HMO,4,4,4,4
2520,FL,"Florida Health Care Plan, Inc.",56503,56503FL2240001,HMO,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,24879,3654,25,887,18,0,0,3611,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,879,128,56503-FL-HMO,4,4,4,4
2521,FL,"Florida Health Care Plan, Inc.",56503,56503FL1410001,POS,Silver,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,2539,314,0,26,0,0,0,314,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,39,0,56503-FL-POS,3,3,4,2
2522,FL,"Florida Health Care Plan, Inc.",56503,56503FL2780001,HMO,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,28537,3680,46,513,16,0,0,3618,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,1023,168,56503-FL-HMO,4,4,4,4
2523,FL,"Florida Health Care Plan, Inc.",56503,56503FL2580002,POS,Silver,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,35251,5448,103,551,0,0,0,5339,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,569,57,56503-FL-POS,3,3,4,2
2524,FL,"Florida Health Care Plan, Inc.",56503,56503FL2590002,HMO,Gold,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,36638,4965,29,585,22,0,0,4914,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,554,102,56503-FL-HMO,4,4,4,4
2525,FL,"Florida Health Care Plan, Inc.",56503,56503FL2000001,HMO,Gold,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,41502,5499,35,534,0,0,0,5458,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,707,105,56503-FL-HMO,4,4,4,4
2526,FL,"Florida Health Care Plan, Inc.",56503,56503FL2090002,HMO,Gold,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,43189,5831,24,808,0,0,0,5797,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,585,135,56503-FL-HMO,4,4,4,4
2527,FL,"Florida Health Care Plan, Inc.",56503,56503FL2620002,POS,Platinum,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,551,111,0,47,0,0,0,111,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,0,0,56503-FL-POS,3,3,4,2
2528,FL,"Florida Health Care Plan, Inc.",56503,56503FL2640002,POS,Platinum,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,6154,631,0,47,0,0,0,629,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,49,17,56503-FL-POS,3,3,4,2
2529,FL,"Florida Health Care Plan, Inc.",56503,56503FL2680001,HMO,Silver,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,6333,917,0,37,0,0,0,916,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,80,14,56503-FL-HMO,4,4,4,4
2530,FL,"Florida Health Care Plan, Inc.",56503,56503FL2010001,POS,Gold,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,6349,751,0,47,0,0,0,748,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,83,13,56503-FL-POS,3,3,4,2
2531,FL,"Florida Health Care Plan, Inc.",56503,56503FL2650002,HMO,Platinum,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,638,90,0,66,0,0,0,90,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,0,0,56503-FL-HMO,4,4,4,4
2532,FL,"Florida Health Care Plan, Inc.",56503,56503FL1330001,HMO,Silver,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,6570,835,0,77,0,0,0,834,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,98,22,56503-FL-HMO,4,4,4,4
2533,FL,"Florida Health Care Plan, Inc.",56503,56503FL1320001,POS,Catastrophic,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,673,97,0,19,0,0,0,97,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,11,0,56503-FL-POS,3,3,4,2
2534,FL,"Florida Health Care Plan, Inc.",56503,56503FL1400001,HMO,Platinum,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,6851,675,0,52,0,0,0,674,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,55,0,56503-FL-HMO,4,4,4,4
2535,FL,"Florida Health Care Plan, Inc.",56503,56503FL2730001,HMO,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,73785,9873,76,2256,43,0,0,9754,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,3174,553,56503-FL-HMO,4,4,4,4
2536,FL,"Florida Health Care Plan, Inc.",56503,56503FL2630002,HMO,Platinum,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,7620,1007,0,105,0,0,0,1007,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,60,0,56503-FL-HMO,4,4,4,4
2537,FL,"Florida Health Care Plan, Inc.",56503,56503FL1390001,HMO,Gold,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,7923,1243,0,87,0,0,0,1240,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,123,24,56503-FL-HMO,4,4,4,4
2538,FL,"Florida Health Care Plan, Inc.",56503,56503FL2600002,POS,Gold,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,8206,1040,0,131,0,0,0,1037,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,132,11,56503-FL-POS,3,3,4,2
2539,FL,"Florida Health Care Plan, Inc.",56503,56503FL1990001,POS,Platinum,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,921,79,0,0,0,0,0,79,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,0,0,56503-FL-POS,3,3,4,2
2540,FL,"Florida Health Care Plan, Inc.",56503,56503FL2860001,HMO,Gold,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,9321,1248,0,233,0,0,0,1244,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,184,40,56503-FL-HMO,4,4,4,4
2541,FL,"Florida Health Care Plan, Inc.",56503,56503FL2560002,POS,Silver,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,9481,1263,0,68,0,0,0,1259,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,157,22,56503-FL-POS,3,3,4,2
2542,FL,"Florida Health Care Plan, Inc.",56503,56503FL2930001,HMO,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,0,0,56503-FL-HMO,4,4,4,4
2543,FL,"Florida Health Care Plan, Inc.",56503,56503FL2940001,HMO,Silver,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,0,0,56503-FL-HMO,4,4,4,4
2544,FL,"Florida Health Care Plan, Inc.",56503,56503FL3000001,HMO,Bronze Expanded,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,0,0,56503-FL-HMO,4,4,4,4
2545,FL,"Florida Health Care Plan, Inc.",56503,56503FL3010001,HMO,Gold,https://www.fhcp.com/documents/FHCP-Transparency-in-Coverage.pdf,1935231,251538,349,133,38.1,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13567&:refresh,0,0,56503-FL-HMO,4,4,4,4
2546,IL,Blue Cross Blue Shield of Illinois,36096,36096IL0950036,HMO,Bronze Expanded,https://www.bcbsil.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,7625874,1142225,351,118,33.6,35,0,0,10087,1994,114,0,938,0,0,938,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16013&:refresh,1303,158,36096-IL-HMO,3,3,2,3
